"nuts2_codice","anno","popolazione","tasso_fertilita","aspettativa_vita"
"DEF0","2020",2903773,NA,NA
"DEG0","2020",2133378,NA,NA
"DK01","2020",1846023,NA,NA
"DK02","2020",837359,NA,NA
"DK03","2020",1223105,NA,NA
"DK04","2020",1326340,NA,NA
"DK05","2020",589936,NA,NA
"EE00","2020",1328976,NA,NA
"EL30","2020",3738901,NA,NA
"EL41","2020",229516,NA,NA
"EL42","2020",347512,NA,NA
"EL43","2020",636504,NA,NA
"EL51","2020",598613,NA,NA
"EL52","2020",1872102,NA,NA
"EL53","2020",264670,NA,NA
"EL54","2020",333265,NA,NA
"EL61","2020",715115,NA,NA
"EL62","2020",203149,NA,NA
"EL63","2020",651065,NA,NA
"EL64","2020",556002,NA,NA
"EL65","2020",572151,NA,NA
"ES11","2020",2702592,NA,NA
"ES12","2020",1018899,NA,NA
"ES13","2020",582388,NA,NA
"ES21","2020",2189138,NA,NA
"ES22","2020",656509,NA,NA
"ES23","2020",315931,NA,NA
"ES24","2020",1330333,NA,NA
"ES30","2020",6747068,NA,NA
"ES41","2020",2401307,NA,NA
"ES42","2020",2045554,NA,NA
"ES43","2020",1061979,NA,NA
"ES51","2020",7652348,NA,NA
"ES52","2020",5029341,NA,NA
"ES53","2020",1210725,NA,NA
"ES61","2020",8478083,NA,NA
"ES62","2020",1504869,NA,NA
"ES63","2020",84085,NA,NA
"ES64","2020",84473,NA,NA
"ES70","2020",2236992,NA,NA
"FI19","2020",1378652,NA,NA
"FI1B","2020",1689725,NA,NA
"FI1C","2020",1148794,NA,NA
"FI1D","2020",1278237,NA,NA
"FI20","2020",29884,NA,NA
"FR10","2020",12291557,NA,NA
"FRB0","2020",2565726,NA,NA
"FRC1","2020",1618321,NA,NA
"FRC2","2020",1176196,NA,NA
"FRD1","2020",1463606,NA,NA
"FRD2","2020",1849826,NA,NA
"FRE1","2020",4061166,NA,NA
"FRE2","2020",1926629,NA,NA
"FRF1","2020",1908494,NA,NA
"FRF2","2020",1311830,NA,NA
"FRF3","2020",2315678,NA,NA
"FRG0","2020",3818421,NA,NA
"FRH0","2020",3358524,NA,NA
"FRI1","2020",3478538,NA,NA
"FRI2","2020",726253,NA,NA
"FRI3","2020",1813633,NA,NA
"FRJ1","2020",2864782,NA,NA
"FRJ2","2020",3087068,NA,NA
"FRK1","2020",1371820,NA,NA
"FRK2","2020",6692326,NA,NA
"FRL0","2020",5077582,NA,NA
"FRM0","2020",345867,NA,NA
"FRXX","2020",0,NA,NA
"FRY1","2020",412682,NA,NA
"FRY2","2020",359821,NA,NA
"FRY3","2020",288086,NA,NA
"FRY4","2020",856858,NA,NA
"FRY5","2020",278926,NA,NA
"HR03","2020",1373802,NA,NA
"HR04","2020",2684363,NA,NA
"HU11","2020",1750216,NA,NA
"HU12","2020",1297102,NA,NA
"HU21","2020",1060755,NA,NA
"HU22","2020",994549,NA,NA
"HU23","2020",874573,NA,NA
"HU31","2020",1118577,NA,NA
"HU32","2020",1442660,NA,NA
"HU33","2020",1231094,NA,NA
"HUXX","2020",0,NA,NA
"IE04","2020",877832,NA,NA
"IE05","2020",1641057,NA,NA
"IE06","2020",2445551,NA,NA
"IS00","2020",364134,NA,NA
"ITC1","2020",4311217,NA,NA
"ITC2","2020",125034,NA,NA
"ITC3","2020",1524826,NA,NA
"ITC4","2020",10027602,NA,NA
"ITF1","2020",1293941,NA,NA
"ITF2","2020",300516,NA,NA
"ITF3","2020",5712143,NA,NA
"ITF4","2020",3953305,NA,NA
"ITF5","2020",553254,NA,NA
"ITF6","2020",1894110,NA,NA
"ITG1","2020",4875290,NA,NA
"ITG2","2020",1611621,NA,NA
"ITH1","2020",532644,NA,NA
"ITH2","2020",545425,NA,NA
"ITH3","2020",4879133,NA,NA
"ITH4","2020",1206216,NA,NA
"ITH5","2020",4464119,NA,NA
"ITI1","2020",3692555,NA,NA
"ITI2","2020",870165,NA,NA
"ITI3","2020",1512672,NA,NA
"ITI4","2020",5755700,NA,NA
"LI00","2020",38747,NA,NA
"LT01","2020",820511,NA,NA
"LT02","2020",1973579,NA,NA
"LU00","2020",626108,NA,NA
"LV00","2020",1907675,NA,NA
"ME00","2020",621873,NA,NA
"MK00","2020",2076087,NA,NA
"MKXX","2020",168,NA,NA
"MT00","2020",514564,NA,NA
"NL11","2020",585866,NA,NA
"NL12","2020",649957,NA,NA
"NL13","2020",493682,NA,NA
"NL21","2020",1162406,NA,NA
"NL22","2020",2085952,NA,NA
"NL23","2020",423021,NA,NA
"NL31","2020",1319231,NA,NA
"NL32","2020",2879527,NA,NA
"NL33","2020",3744299,NA,NA
"NL34","2020",383488,NA,NA
"NL41","2020",2562955,NA,NA
"NL42","2020",1117201,NA,NA
"NO01","2020",1326682,NA,NA
"NO02","2020",387285,NA,NA
"NO03","2020",1011472,NA,NA
"NO04","2020",787123,NA,NA
"NO05","2020",905335,NA,NA
"NO06","2020",465136,NA,NA
"NO07","2020",484547,NA,NA
"PL21","2020",3371956,NA,NA
"PL22","2020",4475460,NA,NA
"PL41","2020",3479525,NA,NA
"PL42","2020",1671605,NA,NA
"PL43","2020",1001411,NA,NA
"PL51","2020",2864809,NA,NA
"PL52","2020",942233,NA,NA
"PL61","2020",2050976,NA,NA
"PL62","2020",1399038,NA,NA
"PL63","2020",2316135,NA,NA
"PL71","2020",2442685,NA,NA
"PL72","2020",1218743,NA,NA
"PL81","2020",2088292,NA,NA
"PL82","2020",2084447,NA,NA
"PL84","2020",1149389,NA,NA
"PL91","2020",3082399,NA,NA
"PL92","2020",2319035,NA,NA
"PT11","2020",3575338,NA,NA
"PT15","2020",438406,NA,NA
"PT16","2020",2217285,NA,NA
"PT17","2020",2863272,NA,NA
"PT18","2020",704558,NA,NA
"PT20","2020",242796,NA,NA
"PT30","2020",254254,NA,NA
"RO11","2020",2547429,NA,NA
"RO12","2020",2314826,NA,NA
"RO21","2020",3184215,NA,NA
"RO22","2020",2377101,NA,NA
"RO31","2020",2901376,NA,NA
"RO32","2020",2322002,NA,NA
"RO41","2020",1910409,NA,NA
"RO42","2020",1771480,NA,NA
"RS11","2020",1696192,NA,NA
"RS12","2020",1847274,NA,NA
"RS21","2020",1900429,NA,NA
"RS22","2020",1482810,NA,NA
"SE11","2020",2377081,NA,NA
"SE12","2020",1727398,NA,NA
"SE21","2020",870200,NA,NA
"SE22","2020",1537433,NA,NA
"SE23","2020",2059729,NA,NA
"SE31","2020",857762,NA,NA
"SE32","2020",376157,NA,NA
"SE33","2020",521829,NA,NA
"SI03","2020",1100012,NA,NA
"SI04","2020",995849,NA,NA
"SK01","2020",669592,NA,NA
"SK02","2020",1823792,NA,NA
"SK03","2020",1336785,NA,NA
"SK04","2020",1627704,NA,NA
"TR10","2020",15519267,NA,NA
"TR21","2020",1831151,NA,NA
"TR22","2020",1770777,NA,NA
"TR31","2020",4367251,NA,NA
"TR32","2020",3131322,NA,NA
"TR33","2020",3119860,NA,NA
"TR41","2020",4163022,NA,NA
"TR42","2020",3961953,NA,NA
"TR51","2020",5639076,NA,NA
"TR52","2020",2485653,NA,NA
"TR61","2020",3227410,NA,NA
"TR62","2020",4078365,NA,NA
"TR63","2020",3321755,NA,NA
"TR71","2020",1608193,NA,NA
"TR72","2020",2467565,NA,NA
"TR81","2020",1042760,NA,NA
"TR82","2020",793437,NA,NA
"TR83","2020",2829953,NA,NA
"TR90","2020",2690180,NA,NA
"TRA1","2020",1081652,NA,NA
"TRA2","2020",1118370,NA,NA
"TRB1","2020",1755735,NA,NA
"TRB2","2020",2174672,NA,NA
"TRC1","2020",2838319,NA,NA
"TRC2","2020",3829967,NA,NA
"TRC3","2020",2307332,NA,NA
