"Ateco Code","Description","Registered","Active","Signed","Ceased","Change","Registered Societ√† di capitale","Active Societ√† di capitale","Signed Societ√† di capitale","Ceased Societ√† di capitale","Change Societ√† di capitale","Registered Societ√† di persone","Active Societ√† di persone","Signed Societ√† di persone","Ceased Societ√† di persone","Change Societ√† di eersone","Registered Ditte individuali","Active Ditte individuali","Signed Ditte individuali","Ceased Ditte individuali","Change Ditte individuali","Registered Other forms","Active Other forms","Signed Other forms","Ceased Other forms","Change Other forms","Year","Percentage active","Percentage change active","Percentage change active Societ√† di capitale","Percentage change active Societ√† di persone","Percentage change active Ditte individuali","Percentage change active Other forms","Percentage change ceased","Percentage change ceased Societ√† di capitale","Percentage change ceased Societ√† di persone","Percentage change ceased Ditte individuali","Percentage change ceased Other forms"
"N81","Attivit‡ di servizi per edifici e paesaggio                 ",61268,56892,5324,4215,1678,7727,6383,186,252,483,6987,6155,156,311,177,38932,38590,4851,3303,477,7622,5764,131,349,541,"2012",92.86,1827.89,442.31,1658.57,3151.05,2332.07,1455.35,147.06,972.41,2500.79,2584.62
"N82","Attivit‡ di supporto per le funzioni d'ufficio e altri se.. ",56919,51543,4678,4366,1373,17434,14281,288,763,745,9374,8425,103,570,200,23826,23664,4080,2687,250,6285,5173,207,346,178,"2012",90.55,-9.4,123.73,36.88,-38.68,-10.25,3.58,202.78,83.28,-18.65,-0.86
"O","Amministrazione pubblica e difesa; assicurazione sociale .. ",146,57,0,4,-1,68,26,0,3,0,16,11,0,0,-1,1,1,0,0,0,61,19,0,1,0,"2012",39.04,-99.89,-99.82,-99.87,-100,-99.63,-99.91,-99.61,-100,-100,-99.71
"O84","Amministrazione pubblica e difesa; assicurazione sociale .. ",146,57,0,4,-1,68,26,0,3,0,16,11,0,0,-1,1,1,0,0,0,61,19,0,1,0,"2012",39.04,0,0,0,0,0,0,0,NA,NA,0
"P","Istruzione                                                  ",26782,24553,1073,1383,830,7006,5831,152,265,396,4940,4555,67,254,162,6057,6026,515,589,114,8779,8141,339,275,158,"2012",91.68,42975.44,22326.92,41309.09,602500,42747.37,34475,8733.33,Inf,Inf,27400
"P85","Istruzione                                                  ",26782,24553,1073,1383,830,7006,5831,152,265,396,4940,4555,67,254,162,6057,6026,515,589,114,8779,8141,339,275,158,"2012",91.68,0,0,0,0,0,0,0,0,0,0
"Q","Sanita' e assistenza sociale                                ",34844,30791,663,1356,1652,11416,9765,103,284,651,7484,6767,50,295,303,3380,3343,293,367,136,12564,10916,217,410,562,"2012",88.37,25.41,67.47,48.56,-44.52,34.09,-1.95,7.17,16.14,-37.69,49.09
"Q86","Assistenza sanitaria                                        ",18273,15882,179,654,753,9558,8153,66,231,504,5903,5303,26,210,174,1212,1195,63,117,5,1600,1231,24,96,70,"2012",86.92,-48.42,-16.51,-21.63,-64.25,-88.72,-51.77,-18.66,-28.81,-68.12,-76.59
"Q87","Servizi di assistenza sociale residenziale                  ",4444,4070,126,120,329,1077,958,20,31,96,343,308,5,16,28,624,615,52,32,55,2400,2189,49,41,150,"2012",91.58,-74.37,-88.25,-94.19,-48.54,77.82,-81.65,-86.58,-92.38,-72.65,-57.29
"Q88","Assistenza sociale non residenziale                         ",12127,10839,358,582,570,781,654,17,22,51,1238,1156,19,69,101,1544,1533,178,218,76,8564,7496,144,273,342,"2012",89.38,166.31,-31.73,275.32,149.27,242.44,385,-29.03,331.25,581.25,565.85
"R","Attivit‡ artistiche, sportive, di intrattenimento e diver.. ",67601,59495,3444,4860,2683,20178,15770,327,722,1240,12915,10945,135,768,503,23683,23422,1989,2835,791,10825,9358,993,535,149,"2012",88.01,448.9,2311.31,846.8,1427.85,24.84,735.05,3181.82,1013.04,1200.46,95.97
"R90","Attivit‡ creative, artistiche e di intrattenimento          ",17090,14436,837,1369,228,3857,2653,63,155,104,2405,1777,27,194,35,7187,7122,512,825,29,3641,2884,235,195,60,"2012",84.47,-75.74,-83.18,-83.76,-69.59,-69.18,-71.83,-78.53,-74.74,-70.9,-63.55
"R91","Attivit‡ di biblioteche, archivi, musei ed altre attivit‡.. ",1392,1128,27,81,20,265,207,1,11,9,152,129,1,9,4,133,132,8,18,1,842,660,17,43,6,"2012",81.03,-92.19,-92.2,-92.74,-98.15,-77.12,-94.08,-92.9,-95.36,-97.82,-77.95
"R92","Attivit‡ riguardanti le lotterie, le scommesse, le case d.. ",3882,3622,161,305,465,1490,1308,21,50,224,648,584,11,40,82,1704,1695,126,214,161,40,35,3,1,-2,"2012",93.3,221.1,531.88,352.71,1184.09,-94.7,276.54,354.55,344.44,1088.89,-97.67
"R93","Attivit‡ sportive, di intrattenimento e di divertimento     ",45237,40309,2419,3105,1970,14566,11602,242,506,903,9710,8455,96,525,382,14659,14473,1343,1778,600,6302,5779,738,296,85,"2012",89.11,1012.89,787,1347.77,753.86,16411.43,918.03,912,1212.5,730.84,29500
"S","Altre attivit‡ di servizi                                   ",231884,222844,9519,13786,4791,14696,11174,215,502,639,37981,34488,513,1978,1305,174547,173772,8724,11081,2722,4660,3410,67,225,125,"2012",96.1,452.84,-3.69,307.9,1100.66,-40.99,343.99,-0.79,276.76,523.23,-23.99
"S94","Attivit‡ di organizzazioni associative                      ",1929,1680,1,81,-24,79,54,0,3,-4,35,29,0,3,0,1,1,0,1,0,1814,1596,1,74,-20,"2012",87.09,-99.25,-99.52,-99.92,-100,-53.2,-99.41,-99.4,-99.85,-99.99,-67.11
"S95","Riparazione di computer e di beni per uso personale e per.. ",43152,41635,2217,3342,129,2804,2237,40,100,53,6392,5816,49,316,3,33747,33428,2122,2911,64,209,154,6,15,9,"2012",96.48,2378.27,4042.59,19955.17,3342700,-90.35,4025.93,3233.33,10433.33,291000,-79.73
"S96","Altre attivit‡ di servizi per la persona                    ",186803,179529,7301,10363,4686,11813,8883,175,399,590,31554,28643,464,1659,1302,140799,140343,6602,8169,2658,2637,1660,60,136,136,"2012",96.11,331.2,297.09,392.49,319.84,977.92,210.08,299,425,180.63,806.67
"T","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",11,5,0,0,-1,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,7,3,0,0,-1,"2012",45.45,-100,-100,-100,-100,-99.82,-100,-100,-100,-100,-100
"T97","Attivit‡ di famiglie e convivenze come datori di lavoro p.. ",11,5,0,0,-1,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,7,3,0,0,-1,"2012",45.45,0,NA,0,0,0,NA,NA,NA,NA,NA
"T98","Produzione di beni e servizi indifferenziati per uso prop.. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012",NA,-100,NA,-100,-100,-100,NA,NA,NA,NA,NA
"U","Organizzazioni ed organismi extraterritoriali               ",8,3,0,1,0,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,4,1,0,1,-1,"2012",37.5,Inf,Inf,NA,Inf,Inf,Inf,NA,NA,NA,Inf
"U99","Organizzazioni ed organismi extraterritoriali               ",8,3,0,1,0,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,4,1,0,1,-1,"2012",37.5,0,0,NA,0,0,0,NA,NA,NA,0
"NC","Imprese non classificate                                    ",378736,7094,144528,26477,-112073,195969,2472,57893,9682,-43960,101266,1067,27999,8085,-24768,42656,2866,50751,6658,-37522,38845,689,7885,2052,-5823,"2012",1.87,236366.67,247100,Inf,286500,68800,2647600,Inf,Inf,Inf,205100
"TOT","TOTALE                                                      ",6093158,5239924,383883,403923,3124,1411747,966141,76337,54657,4441,1133660,888048,40880,55349,-2222,3337587,3259192,254194,282367,877,210164,126543,12472,11550,28,"2012",86,73764.17,38983.37,83128.49,113619.19,18266.18,1425.56,464.52,584.59,4141.02,462.87
"A","Agricoltura, silvicoltura pesca                             ",785352,776578,22582,58186,2673,14764,12493,262,351,533,60504,58864,1730,1497,668,695492,694760,20403,55636,1159,14592,10461,187,702,313,"2013",98.88,-85.18,-98.71,-93.37,-78.68,-91.73,-85.59,-99.36,-97.3,-80.3,-93.92
"A01","Coltivazioni agricole e produzione di prodotti animali, c.. ",762066,754264,21536,56788,2345,13627,11594,244,318,488,57179,55763,1683,1376,610,678897,678271,19442,54487,1004,12363,8636,167,607,243,"2013",98.98,-2.87,-7.2,-5.27,-2.37,-17.45,-2.4,-9.4,-8.08,-2.07,-13.53
"A02","Silvicoltura ed utilizzo di aree forestali                  ",10909,10534,661,691,139,656,561,15,15,32,1194,1113,32,30,20,8179,8118,602,615,55,880,742,12,31,32,"2013",96.56,-98.6,-95.16,-98,-98.8,-91.41,-98.78,-95.28,-97.82,-98.87,-94.89
"A03","Pesca e acquacoltura                                        ",12377,11780,385,707,189,481,338,3,18,13,2131,1988,15,91,38,8416,8371,359,534,100,1349,1083,8,64,38,"2013",95.18,11.83,-39.75,78.62,3.12,45.96,2.32,20,203.33,-13.17,106.45
"B","Estrazione di minerali da cave e miniere                    ",4567,3455,23,165,12,2723,2017,14,74,16,937,703,1,30,-9,746,646,7,53,4,161,89,1,8,1,"2013",75.65,-70.67,496.75,-64.64,-92.28,-91.78,-76.66,311.11,-67.03,-90.07,-87.5
"B05","Estrazione di carbone (esclusa torba)                       ",19,10,0,0,0,12,6,0,0,0,4,2,0,0,0,2,2,0,0,0,1,0,0,0,0,"2013",52.63,-99.71,-99.7,-99.72,-99.69,-100,-100,-100,-100,-100,-100
"B06","Estraz.di petrolio greggio e di gas naturale                ",66,49,1,4,-2,49,35,1,3,-2,2,1,0,0,0,12,12,0,1,0,3,1,0,0,0,"2013",74.24,390,483.33,-50,500,Inf,Inf,Inf,NA,Inf,NA
"B07","Estrazione di minerali metalliferi                          ",60,24,0,0,-1,39,16,0,0,-1,14,6,0,0,0,3,0,0,0,0,4,2,0,0,0,"2013",40,-51.02,-54.29,500,-100,100,-100,-100,NA,-100,NA
"B08","Altre attivit‡ di estrazione di minerali da cave e miniere  ",4358,3320,17,159,7,2582,1927,11,70,12,912,689,1,30,-10,719,622,4,51,4,145,82,1,8,1,"2013",76.18,13733.33,11943.75,11383.33,Inf,4000,Inf,Inf,Inf,Inf,Inf
"B09","Attivit‡ dei servizi di supporto all'estrazione             ",64,52,5,2,8,41,33,2,1,7,5,5,0,0,1,10,10,3,1,0,8,4,0,0,0,"2013",81.25,-98.43,-98.29,-99.27,-98.39,-95.12,-98.74,-98.57,-100,-98.04,-100
"C","Attivit‡ manifatturiere                                     ",596230,515267,17988,35144,7260,202642,153215,2843,6495,5132,138375,115663,891,5499,344,245292,240466,14094,22531,1443,9921,5923,160,619,341,"2013",86.42,990798.08,464187.88,2313160,2404560,147975,1757100,649400,Inf,2253000,Inf
"C10","Industrie alimentari                                        ",64380,56940,1656,3010,2084,14224,10909,148,353,691,19945,17376,148,648,514,27607,26993,1334,1847,779,2604,1662,26,162,100,"2013",88.44,-88.95,-92.88,-84.98,-88.77,-71.94,-91.44,-94.57,-88.22,-91.8,-73.83
"C11","Industria delle bevande                                     ",4040,3309,45,135,162,2008,1554,18,38,92,975,840,3,23,27,716,679,21,62,22,341,236,3,12,21,"2013",81.91,-94.19,-85.75,-95.17,-97.48,-85.8,-95.51,-89.24,-96.45,-96.64,-92.59
"C12","Industria del tabacco                                       ",92,51,0,5,0,49,31,0,2,2,10,8,0,0,0,1,1,0,0,-1,32,11,0,3,-1,"2013",55.43,-98.46,-98.01,-99.05,-99.85,-95.34,-96.3,-94.74,-100,-100,-75
"C13","Industrie tessili                                           ",20833,17149,643,1433,176,7973,5647,83,346,85,4909,3883,31,218,11,7686,7498,527,852,73,265,121,2,17,7,"2013",82.32,33525.49,18116.13,48437.5,749700,1000,28560,17200,Inf,Inf,466.67
"C14","Confezione di articoli di abbigliamento; confezione di ar.. ",56976,47920,3726,5576,567,15731,10295,230,681,336,9505,7079,63,582,6,30986,30212,3420,4247,209,754,334,13,66,16,"2013",84.11,179.43,82.31,82.31,302.93,176.03,289.11,96.82,166.97,398.47,288.24
"C15","Fabbricazione di articoli in pelle e simili                 ",26162,21784,1366,1930,339,8801,6240,140,313,299,5771,4385,44,297,-43,11380,11054,1181,1295,75,210,105,1,25,8,"2013",83.27,-54.54,-39.39,-38.06,-63.41,-68.56,-65.39,-54.04,-48.97,-69.51,-62.12
"C16","Industria del legno e dei prodotti in legno e sughero (es.. ",41774,38085,817,2545,113,6817,5207,95,184,181,10509,9032,49,368,-26,23980,23578,667,1963,-50,468,268,6,30,8,"2013",91.17,74.83,-16.55,105.97,113.3,155.24,31.87,-41.21,23.91,51.58,20
"C17","Fabbricazione di carta e di prodotti di carta               ",5629,4525,84,209,39,3240,2482,24,66,42,1266,1008,7,53,-9,1012,974,50,85,4,111,61,3,5,2,"2013",80.39,-88.12,-52.33,-88.84,-95.87,-77.24,-91.79,-64.13,-85.6,-95.67,-83.33
"C18","Stampa e riproduzione di supporti registrati                ",22369,19050,505,1231,251,7244,5323,67,261,162,6684,5614,40,248,48,7856,7730,388,687,30,585,383,10,35,11,"2013",85.16,320.99,114.46,456.94,693.63,527.87,489,295.45,367.92,708.24,600
"C19","Fabbricazione di coke e prodotti derivanti dalla raffinaz.. ",565,403,0,26,10,476,341,0,18,7,53,34,0,5,1,28,25,0,3,1,8,3,0,0,1,"2013",71.33,-97.88,-93.59,-99.39,-99.68,-99.22,-97.89,-93.1,-97.98,-99.56,-100
"C20","Fabbricazione di prodotti chimici                           ",7781,6071,90,320,110,5405,4099,56,164,103,1362,1050,6,71,-2,923,865,24,81,3,91,57,4,4,6,"2013",78.02,1406.45,1102.05,2988.24,3360,1800,1130.77,811.11,1320,2600,Inf
"C21","Fabbricazione di prodotti farmaceutici di base e di prepa.. ",962,749,7,35,9,856,677,6,26,10,67,43,0,1,0,29,24,1,8,0,10,5,0,0,-1,"2013",77.86,-87.66,-83.48,-95.9,-97.23,-91.23,-89.06,-84.15,-98.59,-90.12,-100
"C22","Fabbricazione di articoli in gomma e materie plastiche      ",14501,11950,297,748,190,8225,6469,102,292,208,3224,2609,14,124,-15,2830,2746,173,315,-2,222,126,8,17,-1,"2013",82.41,1495.46,855.54,5967.44,11341.67,2420,2037.14,1023.08,12300,3837.5,Inf
"C23","Fabbricazione di altri prodotti della lavorazione di miner. ",31168,26328,581,1593,260,11724,8674,120,322,247,7732,6444,35,271,-8,11180,10914,419,971,-4,532,296,7,29,25,"2013",84.47,120.32,34.09,146.99,297.45,134.92,112.97,10.27,118.55,208.25,70.59
"C24","Metallurgia                                                 ",4865,3747,58,179,39,3111,2295,27,84,47,1034,795,1,39,-6,666,634,30,54,-1,54,23,0,2,-1,"2013",77.02,-85.77,-73.54,-87.66,-94.19,-92.23,-88.76,-73.91,-85.61,-94.44,-93.1
"C25","Fabbricazione di prodotti in metallo (esclusi macchinari .. ",114887,101751,2728,6154,949,37848,30305,600,980,998,28455,24210,173,1036,-132,47103,46311,1922,4039,32,1481,925,33,99,51,"2013",88.57,2615.53,1220.48,2945.28,7204.57,3921.74,3337.99,1066.67,2556.41,7379.63,4850
"C26","Fabbricazione di computer e prodotti di elettronica e ott.. ",13580,10805,214,712,25,7905,5814,96,291,72,2370,1824,9,122,-10,3097,3049,107,285,-40,208,118,2,14,3,"2013",79.57,-89.38,-80.82,-92.47,-93.42,-87.24,-88.43,-70.31,-88.22,-92.94,-85.86
"C27","Fabbricazione di apparecchiature elettriche ed apparecchi.. ",16166,13243,289,850,55,8702,6630,94,302,109,3264,2643,14,144,-48,3951,3835,178,386,-10,249,135,3,18,4,"2013",81.92,22.56,14.04,44.9,25.78,14.41,19.38,3.78,18.03,35.44,28.57
"C28","Fabbricazione di macchinari ed apparecchiature nca          ",36209,30350,607,1693,77,21100,16700,330,719,360,6626,5488,39,269,-137,8104,7938,231,686,-153,379,224,7,19,7,"2013",83.82,129.18,151.89,107.64,106.99,65.93,99.18,138.08,86.81,77.72,5.56
"C29","Fabbricazione di autoveicoli, rimorchi e semirimorchi       ",4298,3354,82,185,38,2638,1939,36,84,36,799,648,5,31,-6,785,741,41,68,4,76,26,0,2,4,"2013",78.04,-88.95,-88.39,-88.19,-90.67,-88.39,-89.07,-88.32,-88.48,-90.09,-89.47
"C30","Fabbricazione di altri mezzi di trasporto                   ",7483,6010,139,431,50,3807,2712,61,140,73,1268,1020,10,54,-10,2201,2148,66,227,-22,207,130,2,10,9,"2013",80.32,79.19,39.87,57.41,189.88,400,132.97,66.67,74.19,233.82,400
"C31","Fabbricazione di mobili                                     ",28791,23695,645,1606,200,10366,7163,165,378,211,8315,6827,40,316,-47,9833,9565,433,895,29,277,140,7,17,7,"2013",82.3,294.26,164.12,569.31,345.3,7.69,272.62,170,485.19,294.27,70
"C32","Altre industrie manifatturiere                              ",43839,40873,1210,2483,275,7046,5435,85,220,149,9653,8623,60,397,56,26827,26599,1059,1850,59,313,216,6,16,11,"2013",93.23,72.5,-24.12,26.31,178.09,54.29,54.61,-41.8,25.63,106.7,-5.88
"C33","Riparazione, manutenzione ed installazione di macchine ed.. ",28880,27125,2199,2055,1242,7346,6274,260,231,612,4579,4180,100,182,180,16511,16353,1822,1625,406,444,318,17,17,44,"2013",93.92,-33.64,15.44,-51.52,-38.52,47.22,-17.24,5,-54.16,-12.16,6.25
"D","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",9797,9320,405,486,1314,7000,6600,233,401,1046,800,772,16,22,111,1504,1499,136,56,120,493,449,20,7,37,"2013",95.13,-65.64,5.2,-81.53,-90.83,41.19,-76.35,73.59,-87.91,-96.55,-58.82
"D35","Fornitura di energia elettrica, gas, vapore e aria condiz.. ",9797,9320,405,486,1314,7000,6600,233,401,1046,800,772,16,22,111,1504,1499,136,56,120,493,449,20,7,37,"2013",95.13,0,0,0,0,0,0,0,0,0,0
"E","Fornitura di acqua; reti fognarie, attivit‡ di gestione d.. ",10965,9464,187,440,479,5650,4739,70,144,328,1576,1389,6,48,8,2372,2325,99,184,84,1367,1011,12,64,59,"2013",86.31,1.55,-28.2,79.92,55.1,125.17,-9.47,-64.09,118.18,228.57,814.29
"E36","Raccolta, trattamento e fornitura di acqua                  ",910,752,14,25,11,455,376,4,14,5,81,66,1,2,-2,71,68,4,2,3,303,242,5,7,5,"2013",82.64,-92.05,-92.07,-95.25,-97.08,-76.06,-94.32,-90.28,-95.83,-98.91,-89.06
"E37","Gestione delle reti fognarie                                ",1279,1165,14,47,43,497,430,4,11,18,291,279,1,7,4,383,377,9,27,13,108,79,0,2,8,"2013",91.09,54.92,14.36,322.73,454.41,-67.36,88,-21.43,250,1250,-71.43
"E38","Attivit‡ di raccolta, trattamento e smaltimento dei rifiu.. ",7632,6564,149,309,364,4276,3575,55,107,245,1078,931,3,33,2,1625,1594,85,134,70,653,464,6,35,47,"2013",86.01,463.43,731.4,233.69,322.81,487.34,557.45,872.73,371.43,396.3,1650
"E39","Attivit‡ di risanamento e altri servizi di gestione dei r.. ",1144,983,10,59,61,422,358,7,12,60,126,113,1,6,4,293,286,1,21,-2,303,226,1,20,-1,"2013",85.93,-85.02,-89.99,-87.86,-82.06,-51.29,-80.91,-88.79,-81.82,-84.33,-42.86
"F","Costruzioni                                                 ",875598,790681,38998,65501,8073,207871,164093,3770,6401,6027,110495,92174,1481,4763,720,523789,514976,33219,51931,510,33443,19438,528,2406,816,"2013",90.3,80335.5,45736.03,81469.91,179961.54,8500.88,110918.64,53241.67,79283.33,247190.48,11930
"F41","Costruzione di edifici                                      ",335103,277330,8147,20063,3397,145817,113736,2092,4622,3092,53833,43134,499,2331,34,110140,106622,5277,11214,-116,25313,13838,279,1896,387,"2013",82.76,-64.93,-30.69,-53.2,-79.3,-28.81,-69.37,-27.79,-51.06,-78.41,-21.2
"F42","Ingegneria civile                                           ",12929,10742,402,724,423,5918,4699,120,213,292,1635,1334,8,63,4,3486,3382,217,322,62,1890,1327,57,126,65,"2013",83.08,-96.13,-95.87,-96.91,-96.83,-90.41,-96.39,-95.39,-97.3,-97.13,-93.35
"F43","Lavori di costruzione specializzati                         ",527566,502609,30449,44714,4253,56136,45658,1558,1566,2643,55027,47706,974,2369,682,410163,404972,27725,40395,564,6240,4273,192,384,364,"2013",95.27,4578.91,871.65,3476.16,11874.33,222,6075.97,635.21,3660.32,12445.03,204.76
"G","Commercio all'ingrosso e al dettaglio; riparazione di aut.. ",1552248,1419354,77912,110206,35508,282895,214659,5054,9957,13233,268693,224579,2717,13525,5236,986169,968859,66282,86180,16578,14491,11257,3859,544,461,"2013",91.44,182.4,370.15,370.76,139.24,163.44,146.47,535.82,470.92,113.34,41.67
"G45","Commercio all'ingrosso e al dettaglio e riparazione di au.. ",162375,149221,5624,8614,2605,32951,25886,558,946,1341,38670,34005,314,1321,445,89964,88751,4709,6309,781,790,579,43,38,38,"2013",91.9,-89.49,-87.94,-84.86,-90.84,-94.86,-92.18,-90.5,-90.23,-92.68,-93.01
"G46","Commercio all'ingrosso (escluso quello di autoveicoli e d.. ",517148,457096,28219,35852,11159,150152,112650,2699,5530,5932,75491,59526,655,3902,1248,282393,277683,21167,26105,3720,9112,7237,3698,315,259,"2013",88.39,206.32,335.18,75.05,212.88,1149.91,316.21,484.57,195.38,313.77,728.95
"G47","Commercio al dettaglio (escluso quello di autoveicoli e d.. ",872725,813037,44069,65740,21744,99792,76123,1797,3481,5960,154532,131048,1748,8302,3543,613812,602425,40406,53766,12077,4589,3441,118,191,164,"2013",93.16,77.87,-32.43,120.15,116.95,-52.45,83.36,-37.05,112.76,105.96,-39.37
"H","Trasporto e magazzinaggio                                   ",175084,156324,3383,10322,4425,34924,27814,346,1105,1840,23613,19996,87,1072,393,100969,98590,2699,7170,1286,15578,9924,251,975,906,"2013",89.29,-80.77,-63.46,-84.74,-83.63,188.4,-84.3,-68.26,-87.09,-86.66,410.47
"H49","Trasporto terrestre e mediante condotte                     ",137485,125917,2035,7640,2747,21007,16740,127,584,1177,19345,16404,38,807,250,90618,88407,1834,5910,906,6515,4366,36,339,414,"2013",91.59,-19.45,-39.81,-17.96,-10.33,-56.01,-25.98,-47.15,-24.72,-17.57,-65.23
"H50","Trasporto marittimo e per vie d'acqua                       ",2437,2024,49,113,57,947,634,3,44,30,328,274,2,14,0,1028,1018,44,51,20,134,98,0,4,7,"2013",83.05,-98.39,-96.21,-98.33,-98.85,-97.76,-98.52,-92.47,-98.27,-99.14,-98.82
"H51","Trasporto aereo                                             ",351,210,4,12,5,287,170,1,10,3,21,13,0,0,-1,19,16,2,1,0,24,11,1,1,3,"2013",59.83,-89.62,-73.19,-95.26,-98.43,-88.78,-89.38,-77.27,-100,-98.04,-75
"H52","Magazzinaggio e attivit‡ di supporto ai trasporti           ",30648,24341,993,2030,1156,11874,9622,188,436,520,3377,2831,35,214,61,6711,6580,558,761,114,8686,5308,212,619,461,"2013",79.42,11490.95,5560,21676.92,41025,48154.55,16816.67,4260,Inf,76000,61800
"H53","Servizi postali e attivit‡ di corriere                      ",4163,3832,302,527,460,809,648,27,31,110,542,474,12,37,83,2593,2569,261,447,246,219,141,2,12,21,"2013",92.05,-84.26,-93.27,-83.26,-60.96,-97.34,-74.04,-92.89,-82.71,-41.26,-98.06
"I","Attivit‡ dei servizi alloggio e ristorazione                ",410230,361141,18842,29201,19082,68973,53959,1194,1876,5292,154537,125577,2184,8096,5509,181337,177324,15257,19034,7934,5383,4281,207,195,347,"2013",88.03,9324.35,8227.01,26393.04,6802.45,2936.17,5440.99,5951.61,21781.08,4158.17,1525
"I55","Alloggio                                                    ",48617,44001,1118,2002,1840,15172,12732,138,357,848,15966,14270,100,397,307,16353,16053,849,1213,638,1126,946,31,35,47,"2013",90.51,-87.82,-76.4,-88.64,-90.95,-77.9,-93.14,-80.97,-95.1,-93.63,-82.05
"I56","Attivit‡ dei servizi di ristorazione                        ",361613,317140,17724,27199,17242,53801,41227,1056,1519,4444,138571,111307,2084,7699,5202,164984,161271,14408,17821,7296,4257,3335,176,160,300,"2013",87.7,620.76,223.81,680.01,904.62,252.54,1258.59,325.49,1839.29,1369.17,357.14
"J","Servizi di informazione e comunicazione                     ",127508,112152,6510,8786,3293,56499,45689,1503,2201,2232,23819,20993,383,1306,346,40837,40529,4432,4957,534,6353,4941,192,322,181,"2013",87.96,-64.64,10.82,-81.14,-74.87,48.16,-67.7,44.9,-83.04,-72.18,101.25
"J58","Attivit‡ editoriali                                         ",12955,10214,333,750,248,6825,4814,89,248,175,1682,1326,17,116,14,2849,2790,179,305,34,1599,1284,48,81,25,"2013",78.84,-90.89,-89.46,-93.68,-93.12,-74.01,-91.46,-88.73,-91.12,-93.85,-74.84
"J59","Attivit‡ di produzione cinematografica, di video e di pro.. ",11871,9799,418,751,277,5674,4014,72,178,204,1715,1458,20,109,29,3622,3577,280,435,29,860,750,46,29,15,"2013",82.55,-4.06,-16.62,9.95,28.21,-41.59,0.13,-28.23,-6.03,42.62,-64.2
"J60","Attivit‡ di programmazione e trasmissione                   ",2521,2030,19,124,29,1538,1210,6,60,28,400,333,1,28,-1,170,159,4,19,-3,413,328,8,17,5,"2013",80.52,-79.28,-69.86,-77.16,-95.55,-56.27,-83.49,-66.29,-74.31,-95.63,-41.38
"J61","Telecomunicazioni                                           ",11297,10557,746,1099,412,2586,2077,60,98,173,1205,1051,18,73,29,7351,7297,651,923,203,155,132,17,5,7,"2013",93.45,420.05,71.65,215.62,4489.31,-59.76,786.29,63.33,160.71,4757.89,-70.59
"J62","Produzione di software, consulenza informatica e attivit‡.. ",44416,39584,2533,3245,1132,22197,18557,754,1013,855,7133,6367,200,507,151,13995,13938,1550,1652,83,1091,722,29,73,43,"2013",89.12,274.96,793.45,505.8,91.01,446.97,195.27,933.67,594.52,78.98,1360
"J63","Attivit‡ dei servizi d'informazione e altri servizi infor.. ",44448,39968,2461,2817,1195,17679,15017,522,604,797,11684,10458,127,473,124,12850,12768,1768,1623,188,2235,1725,44,117,86,"2013",89.92,0.97,-19.08,64.25,-8.39,138.92,-13.19,-40.38,-6.71,-1.76,60.27
"K","Attivit‡ finanziarie e assicurative                         ",119086,111221,9398,8735,2088,21528,16648,398,1124,958,15257,13029,74,896,379,80640,80274,8887,6641,733,1661,1270,39,74,18,"2013",93.4,178.28,10.86,24.58,528.71,-26.38,210.08,86.09,89.43,309.18,-36.75
"K64","Attivit‡ di servizi finanziari (escluse le assicurazioni .. ",14819,11392,399,758,670,11605,8843,321,597,552,1787,1391,32,92,49,331,322,36,33,41,1096,836,10,36,28,"2013",76.87,-89.76,-46.88,-89.32,-99.6,-34.17,-91.32,-46.89,-89.73,-99.5,-51.35
"K65","Assicurazioni, riassicurazioni e fondi pensione (escluse .. ",1029,689,13,64,-9,356,221,2,14,-1,457,284,0,36,-5,150,140,11,11,-2,66,44,0,3,-1,"2013",66.96,-93.95,-97.5,-79.58,-56.52,-94.74,-91.56,-97.65,-60.87,-66.67,-91.67
"K66","Attivit‡ ausiliarie dei servizi finanziari e delle attivi.. ",103238,99140,8986,7913,1427,9567,7584,75,513,407,13013,11354,42,768,335,80159,79812,8840,6597,694,499,390,29,35,-9,"2013",96.03,14288.97,3331.67,3897.89,56908.57,786.36,12264.06,3564.29,2033.33,59872.73,1066.67
"L","Attivita' immobiliari                                       ",286594,251648,7830,10709,7235,150886,126232,1382,4574,3786,98390,90306,571,2792,2559,29396,29083,1996,3133,694,7922,6027,3881,210,196,"2013",87.81,153.83,1564.45,695.37,-63.56,1445.38,35.33,791.62,263.54,-52.51,500
"L68","Attivita' immobiliari                                       ",286594,251648,7830,10709,7235,150886,126232,1382,4574,3786,98390,90306,571,2792,2559,29396,29083,1996,3133,694,7922,6027,3881,210,196,"2013",87.81,0,0,0,0,0,0,0,0,0,0
