"Ateco Code","Description","Registered","Active","Signed","Ceased","Change","Registered Societ√† di capitale","Active Societ√† di capitale","Signed Societ√† di capitale","Ceased Societ√† di capitale","Change Societ√† di capitale","Registered Societ√† di persone","Active Societ√† di persone","Signed Societ√† di persone","Ceased Societ√† di persone","Change Societ√† di eersone","Registered Ditte individuali","Active Ditte individuali","Signed Ditte individuali","Ceased Ditte individuali","Change Ditte individuali","Registered Other forms","Active Other forms","Signed Other forms","Ceased Other forms","Change Other forms","Year","Percentage active","Percentage change active","Percentage change active Societ√† di capitale","Percentage change active Societ√† di persone","Percentage change active Ditte individuali","Percentage change active Other forms","Percentage change ceased","Percentage change ceased Societ√† di capitale","Percentage change ceased Societ√† di persone","Percentage change ceased Ditte individuali","Percentage change ceased Other forms"
"M","Attivit‡ professionali, scientifiche e tecniche             ",196340,174352,10717,14963,4226,86876,72437,2311,4212,3233,32878,28946,705,2191,555,62251,61665,7112,7868,118,14335,11304,589,692,320,"2013",88.8,-30.72,-42.62,-67.95,112.03,87.56,39.72,-7.91,-21.53,151.13,229.52
"M69","Attivit‡ legali e contabilit‡                               ",11247,9696,343,590,163,5983,4995,65,234,122,2695,2354,19,142,10,1608,1593,188,178,15,961,754,71,36,16,"2013",86.21,-94.44,-93.1,-91.87,-97.42,-93.33,-96.06,-94.44,-93.52,-97.74,-94.8
"M70","Attivit‡ di direzione aziendale e di consulenza gestional.. ",53883,48162,2846,3885,1980,29913,25876,929,1541,1398,8658,7988,285,648,251,8808,8737,1450,1392,178,6504,5561,182,304,153,"2013",89.38,396.72,418.04,239.34,448.46,637.53,558.47,558.55,356.34,682.02,744.44
"M71","Attivit‡ degli studi di architettura e d'ingegneria; coll.. ",25804,22705,833,1437,459,16678,14320,284,761,294,4657,4229,46,274,31,2570,2539,448,305,96,1899,1617,55,97,38,"2013",87.99,-52.86,-44.66,-47.06,-70.94,-70.92,-63.01,-50.62,-57.72,-78.09,-68.09
"M72","Ricerca scientifica e sviluppo                              ",4649,4038,232,249,199,2980,2578,158,162,171,401,352,9,25,2,152,150,33,22,4,1116,958,32,40,22,"2013",86.86,-82.22,-82,-91.68,-94.09,-40.75,-82.67,-78.71,-90.88,-92.79,-58.76
"M73","Pubblicit‡ e ricerche di mercato                            ",38090,33639,2211,3514,353,14223,11105,324,716,448,5630,4844,81,436,38,16711,16530,1707,2273,-169,1526,1160,99,89,36,"2013",88.31,733.06,330.76,1276.14,10920,21.09,1311.24,341.98,1644,10231.82,122.5
"M74","Altre attivit‡ professionali, scientifiche e tecniche       ",62252,55735,4225,5274,1026,16935,13416,550,791,782,10683,9042,265,661,208,32321,32038,3260,3696,-17,2313,1239,150,126,53,"2013",89.53,65.69,20.81,86.66,93.82,6.81,50.09,10.47,51.61,62.6,41.57
"M75","Servizi veterinari                                          ",415,377,27,14,46,164,147,1,7,18,154,137,0,5,15,81,78,26,2,11,16,15,0,0,2,"2013",90.84,-99.32,-98.9,-98.48,-99.76,-98.79,-99.73,-99.12,-99.24,-99.95,-100
"N","Noleggio, agenzie di viaggio, servizi di supporto alle im.. ",167691,151419,12790,12192,5947,45438,36971,1104,1848,2879,24878,21861,401,1496,866,80913,80099,10781,7933,1152,16462,12488,504,915,1050,"2013",90.3,40064.19,25050.34,15856.93,102591.03,83153.33,86985.71,26300,29820,396550,Inf
"N77","Attivit‡ di noleggio e leasing operativo                    ",20673,18113,835,1739,678,8959,7249,198,431,416,3793,3196,32,307,119,7445,7294,591,979,118,476,374,14,22,25,"2013",87.62,-88.04,-80.39,-85.38,-90.89,-97.01,-85.74,-76.68,-79.48,-87.66,-97.6
"N78","Attivit‡ di ricerca, selezione, fornitura di personale      ",1125,965,18,73,29,675,582,7,27,21,195,175,0,18,3,155,153,10,24,0,100,55,1,4,5,"2013",85.78,-94.67,-91.97,-94.52,-97.9,-85.29,-95.8,-93.74,-94.14,-97.55,-81.82
"N79","Attivit‡ dei servizi delle agenzie di viaggio, dei tour o.. ",17460,15149,548,1127,635,7278,5697,80,269,313,4072,3592,54,255,99,5068,5003,377,557,171,1042,857,37,46,52,"2013",86.76,1469.84,878.87,1952.57,3169.93,1458.18,1443.84,896.3,1316.67,2220.83,1050
"N80","Servizi di vigilanza e investigazione                       ",3559,2968,151,252,155,1603,1227,33,70,102,397,329,3,32,13,1195,1185,110,126,17,364,227,5,24,23,"2013",83.39,-80.41,-78.46,-90.84,-76.31,-73.51,-77.64,-73.98,-87.45,-77.38,-47.83
"N81","Attivit‡ di servizi per edifici e paesaggio                 ",63368,58477,4993,4511,1618,8285,6843,233,256,581,6955,6098,124,333,177,40345,39942,4486,3462,389,7783,5594,150,460,471,"2013",92.28,1870.25,457.7,1753.5,3270.63,2364.32,1690.08,265.71,940.62,2647.62,1816.67
"N82","Attivit‡ di supporto per le funzioni d'ufficio e altri se.. ",61506,55747,6245,4490,2832,18638,15373,553,795,1446,9466,8471,188,551,455,26705,26522,5207,2785,457,6697,5381,297,359,474,"2013",90.64,-4.67,124.65,38.91,-33.6,-3.81,-0.47,210.55,65.47,-19.56,-21.96
"O","Amministrazione pubblica e difesa; assicurazione sociale .. ",144,58,0,5,3,67,27,0,1,0,15,10,0,1,0,1,1,0,0,0,61,20,0,3,3,"2013",40.28,-99.9,-99.82,-99.88,-100,-99.63,-99.89,-99.87,-99.82,-100,-99.16
"O84","Amministrazione pubblica e difesa; assicurazione sociale .. ",144,58,0,5,3,67,27,0,1,0,15,10,0,1,0,1,1,0,0,0,61,20,0,3,3,"2013",40.28,0,0,0,0,0,0,0,0,NA,0
"P","Istruzione                                                  ",27189,24853,994,1382,795,7208,6001,159,301,344,4901,4527,59,252,154,6062,6025,465,573,113,9018,8300,311,256,184,"2013",91.41,42750,22125.93,45170,602400,41400,27540,30000,25100,Inf,8433.33
"P85","Istruzione                                                  ",27189,24853,994,1382,795,7208,6001,159,301,344,4901,4527,59,252,154,6062,6025,465,573,113,9018,8300,311,256,184,"2013",91.41,0,0,0,0,0,0,0,0,0,0
"Q","Sanita' e assistenza sociale                                ",36013,31769,768,1423,1824,12039,10367,102,309,830,7487,6800,53,286,236,3569,3521,379,361,171,12918,11081,234,467,587,"2013",88.22,27.83,72.75,50.21,-41.56,33.51,2.97,2.66,13.49,-37,82.42
"Q86","Assistenza sanitaria                                        ",18847,16464,300,638,912,10038,8618,79,245,646,5864,5303,25,197,133,1302,1285,149,109,50,1643,1258,47,87,83,"2013",87.36,-48.18,-16.87,-22.01,-63.5,-88.65,-55.17,-20.71,-31.12,-69.81,-81.37
"Q87","Servizi di assistenza sociale residenziale                  ",4793,4393,134,156,371,1171,1047,8,33,119,359,321,5,10,21,682,674,70,55,43,2581,2351,51,58,188,"2013",91.65,-73.32,-87.85,-93.95,-47.55,86.88,-75.55,-86.53,-94.92,-49.54,-33.33
"Q88","Assistenza sociale non residenziale                         ",12373,10912,334,629,541,830,702,15,31,65,1264,1176,23,79,82,1585,1562,160,197,78,8694,7472,136,322,316,"2013",88.19,148.4,-32.95,266.36,131.75,217.82,303.21,-6.06,690,258.18,455.17
"R","Attivit‡ artistiche, sportive, di intrattenimento e diver.. ",69083,60571,3278,4927,3131,21320,16608,413,790,1519,12889,10878,148,743,569,23583,23277,1899,2868,869,11291,9808,818,526,174,"2013",87.68,455.09,2265.81,825,1390.2,31.26,683.31,2448.39,840.51,1355.84,63.35
"R90","Attivit‡ creative, artistiche e di intrattenimento          ",16828,14147,779,1283,242,3886,2626,68,139,100,2319,1730,38,162,38,6938,6860,510,809,50,3685,2931,163,173,54,"2013",84.07,-76.64,-84.19,-84.1,-70.53,-70.12,-73.96,-82.41,-78.2,-71.79,-67.11
"R91","Attivit‡ di biblioteche, archivi, musei ed altre attivit‡.. ",1384,1116,22,62,32,266,205,1,7,7,150,127,2,5,1,124,123,7,16,0,844,661,12,34,24,"2013",80.64,-92.11,-92.19,-92.66,-98.21,-77.45,-95.17,-94.96,-96.91,-98.02,-80.35
"R92","Attivit‡ riguardanti le lotterie, le scommesse, le case d.. ",4747,4395,256,341,950,1878,1638,31,54,411,800,711,15,50,187,2029,2012,209,236,352,40,34,1,1,0,"2013",92.58,293.82,699.02,459.84,1535.77,-94.86,450,671.43,900,1375,-97.06
"R93","Attivit‡ sportive, di intrattenimento e di divertimento     ",46124,40913,2221,3241,1907,15290,12139,313,590,1001,9620,8310,93,526,343,14492,14282,1173,1807,467,6722,6182,642,318,96,"2013",88.7,830.9,641.09,1068.78,609.84,18082.35,850.44,992.59,952,665.68,31700
"S","Altre attivit‡ di servizi                                   ",232042,222573,9747,14285,4696,15111,11476,245,543,713,37567,33926,463,2000,1123,174778,173858,8958,11478,2751,4586,3313,81,264,109,"2013",95.92,444.02,-5.46,308.26,1117.32,-46.41,340.76,-7.97,280.23,535.2,-16.98
"S94","Attivit‡ di organizzazioni associative                      ",1828,1583,1,79,-23,80,52,0,0,1,30,26,0,5,0,1,1,0,0,0,1717,1504,1,74,-24,"2013",86.6,-99.29,-99.55,-99.92,-100,-54.6,-99.45,-100,-99.75,-100,-71.97
"S95","Riparazione di computer e di beni per uso personale e per.. ",42121,40587,2010,3143,102,2796,2234,48,104,48,6157,5581,55,280,-10,32949,32616,1898,2748,52,219,156,9,11,12,"2013",96.36,2463.93,4196.15,21365.38,3261500,-89.63,3878.48,Inf,5500,Inf,-85.14
